19690611	6/11/69	3	12.7
19690611	6/11/69	4	9.2
19690611	6/11/69	5	6.5
19690611	6/11/69	6	5.4
19690611	6/11/69	7	4.7
19690611	6/11/69	8	4.6
19690611	6/11/69	9	4.6
19690611	6/11/69	10	4.5
19690625	6/25/69	0	16.8
19690625	6/25/69	1	16.8
19690625	6/25/69	2	14.8
19690625	6/25/69	3	13.7
19690625	6/25/69	4	9.7
19690625	6/25/69	5	6.9
19690625	6/25/69	6	5.8
19690625	6/25/69	7	4.7
19690625	6/25/69	8	4.4
19690625	6/25/69	9	4.3
19690625	6/25/69	10	4.3
19690707	7/7/69	0	18.1
19690707	7/7/69	1	18.1
19690707	7/7/69	2	17.4
19690707	7/7/69	3	15.6
19690707	7/7/69	4	11.2
19690707	7/7/69	5	7.7
19690707	7/7/69	6	6.1
19690707	7/7/69	7	4.9
19690707	7/7/69	8	4.7
19690707	7/7/69	9	4.6
19690707	7/7/69	10	4.5
19690717	7/17/69	1	22.5
19690717	7/17/69	2	22.4
19690717	7/17/69	3	21.1
19690717	7/17/69	4	17.9
19690717	7/17/69	5	15.5
19690717	7/17/69	6	11.6
19690717	7/17/69	7	9.1
19690717	7/17/69	8	6.4
19690717	7/17/69	9	6
19690917	9/17/69	0	16.6
19690917	9/17/69	0.5	16.6
19690917	9/17/69	1	16.6
19690917	9/17/69	2	16.5
19690917	9/17/69	3	16.3
19690917	9/17/69	4	14.3
19690917	9/17/69	5	9.5
19690917	9/17/69	6	8.4
19690917	9/17/69	7	6.6
19690917	9/17/69	8	5.9
19690917	9/17/69	9	5.4
19690917	9/17/69	10	5.2
19690924	9/24/69	0	13.6
19690924	9/24/69	1	13.7
19690924	9/24/69	2	13.7
19690924	9/24/69	3	13.7
19690924	9/24/69	4	13.5
19690924	9/24/69	5	10.6
19690924	9/24/69	6	7.2
19690924	9/24/69	7	6.2
19690924	9/24/69	8	5.7
19690924	9/24/69	9	5.3
19691001	10/1/69	0	10.4
19691001	10/1/69	1	10.5
19691001	10/1/69	2	10.5
19691001	10/1/69	3	10.5
19691001	10/1/69	4	10.5
19691001	10/1/69	5	9.7
19691001	10/1/69	6	7.2
19691001	10/1/69	7	6.4
19691001	10/1/69	8	6
19691001	10/1/69	9	5.6
19691001	10/1/69	10	5.4
19691016	10/16/69	0	6.8
19691016	10/16/69	1	6.8
19691016	10/16/69	2	6.8
19691016	10/16/69	3	6.8
19691016	10/16/69	4	6.8
19691016	10/16/69	5	6.8
19691016	10/16/69	6	6.8
19691016	10/16/69	7	6.8
19691016	10/16/69	8	6.7
19691016	10/16/69	9	5.5
19691016	10/16/69	10	5.4
19691029	10/29/69	1	2.8
19691029	10/29/69	2	3
19691029	10/29/69	3	3.4
19691029	10/29/69	4	3.5
19691029	10/29/69	5	3.7
19691029	10/29/69	6	3.7
19691029	10/29/69	7	3.8
19691029	10/29/69	8	3.8
19691029	10/29/69	9	3.8
19691029	10/29/69	10	3.8
19691112	11/12/69	0	3.9
19691112	11/12/69	2	4
19691112	11/12/69	4	4
19691112	11/12/69	5	4
19691112	11/12/69	6	4
19691112	11/12/69	7	4
19691112	11/12/69	8	4
19691112	11/12/69	9	4
19691112	11/12/69	10	4
19691112	11/12/69	11	4
19700122	1/22/70	0	0.5
19700122	1/22/70	1	1.1
19700122	1/22/70	2	2.3
19700122	1/22/70	3	3.2
19700122	1/22/70	4	3.4
19700122	1/22/70	5	3.6
19700122	1/22/70	6	3.8
19700122	1/22/70	7	3.8
19700122	1/22/70	8	3.9
19700122	1/22/70	9.8	4.2
19700226	2/26/70	0	0.3
19700226	2/26/70	1	0.5
19700226	2/26/70	2	2.8
19700226	2/26/70	3	3.4
19700226	2/26/70	4	3.6
19700226	2/26/70	4.1	3.9
19700226	2/26/70	5	3.8
19700226	2/26/70	6	3.9
19700226	2/26/70	8	4.1
19700226	2/26/70	9	4.2
19700226	2/26/70	10	4.4
19700226	2/26/70	10.2	4.4
19700409	4/9/70	0	1
19700409	4/9/70	1	1.5
19700409	4/9/70	2	2.6
19700409	4/9/70	3	3.3
19700409	4/9/70	4	3.6
19700409	4/9/70	5	3.8
19700409	4/9/70	6	3.8
19700409	4/9/70	7	3.9
19700409	4/9/70	8	4
19700409	4/9/70	9	4.1
19700409	4/9/70	10	4.3
19700409	4/9/70	11	4.3
19700516	5/16/70	0	5.6
19700516	5/16/70	1	5.6
19700516	5/16/70	2	5.5
19700516	5/16/70	3	4.8
19700516	5/16/70	4	4.3
19700516	5/16/70	5	4.1
19700516	5/16/70	6	4.1
19700516	5/16/70	7	4.1
19700516	5/16/70	8	4.1
19700516	5/16/70	9	4.3
19700516	5/16/70	10	4.3
19700518	5/18/70	0	9.3
19700518	5/18/70	1	9.2
19700518	5/18/70	2	7.5
19700518	5/18/70	3	5.9
19700518	5/18/70	4	4.6
19700518	5/18/70	5	4.5
19700518	5/18/70	6	4.3
19700518	5/18/70	7	4.1
19700518	5/18/70	8	4.2
19700518	5/18/70	9	4.2
19700518	5/18/70	9.2	4.2
19700519	5/19/70	0	12.6
19700519	5/19/70	1	10.7
19700519	5/19/70	2	8.8
19700519	5/19/70	3	5.9
19700519	5/19/70	4	4.8
19700519	5/19/70	5	4.5
19700519	5/19/70	6	4.3
19700519	5/19/70	7	4.2
19700519	5/19/70	8	4.2
19700519	5/19/70	9	4.2
19700519	5/19/70	10	4.2
19700519	5/19/70	10.2	4.3
19700522	5/22/70	0	15.1
19700522	5/22/70	1	12.2
19700522	5/22/70	2	8.9
19700522	5/22/70	3	6.3
19700522	5/22/70	4	4.7
19700522	5/22/70	5	4.3
19700522	5/22/70	6	4.1
19700522	5/22/70	7	4.1
19700522	5/22/70	8	4.2
19700522	5/22/70	9	4.2
19700522	5/22/70	9.5	4.2
19700525	5/25/70	0	14.2
19700525	5/25/70	0.5	14.3
19700525	5/25/70	1	14.3
19700525	5/25/70	2	10.4
19700525	5/25/70	3	7.2
19700525	5/25/70	4	5.3
19700525	5/25/70	5	4.9
19700525	5/25/70	6	4.4
19700525	5/25/70	7	4.1
19700525	5/25/70	8	4.1
19700525	5/25/70	9	4.1
19700525	5/25/70	10	4
19700526	5/26/70	0	10.4
19700526	5/26/70	0.5	10.4
19700526	5/26/70	1	10.4
19700526	5/26/70	2	10.3
19700526	5/26/70	3	6.7
19700526	5/26/70	4	5.3
19700526	5/26/70	5	4.7
19700526	5/26/70	6	4.5
19700526	5/26/70	7	4.5
19700526	5/26/70	8	4.4
19700526	5/26/70	9	4.4
19700526	5/26/70	10	4.4
19700528	5/28/70	0	11.6
19700528	5/28/70	1	11.6
19700528	5/28/70	2	10.4
19700528	5/28/70	3	7.2
19700528	5/28/70	4	6
19700528	5/28/70	5	5.2
19700528	5/28/70	6	4.7
19700528	5/28/70	7	4.5
19700528	5/28/70	8	4.5
19700528	5/28/70	9	4.5
19700528	5/28/70	10	4.5
19700529	5/29/70	0	11.4
19700529	5/29/70	0.5	11.3
19700529	5/29/70	1	11.3
19700529	5/29/70	2	10.8
19700529	5/29/70	3	7.4
19700529	5/29/70	4	7.3
19700529	5/29/70	5	5.9
19700529	5/29/70	6	5.5
19700529	5/29/70	7	5.5
19700529	5/29/70	8	5.5
19700529	5/29/70	9	5.4
19700529	5/29/70	10	5.4
19700602	6/2/70	0	14.4
19700602	6/2/70	1	14
19700602	6/2/70	2	10.8
19700602	6/2/70	3	7.4
19700602	6/2/70	4	5.4
19700602	6/2/70	5	4.9
19700602	6/2/70	6	4.6
19700602	6/2/70	7	4.6
19700602	6/2/70	8	4.5
19700602	6/2/70	9	4.5
19700602	6/2/70	10	4.5
19700609	6/9/70	0	22.4
19700609	6/9/70	1	22.3
19700609	6/9/70	2	22.3
19700609	6/9/70	3	14.2
19700609	6/9/70	4	8.1
19700609	6/9/70	5	6.1
19700609	6/9/70	6	5.4
19700609	6/9/70	7	4.9
19700609	6/9/70	8	4.7
19700609	6/9/70	9	4.2
19700609	6/9/70	10	4.2
19700609	6/9/70	10.1	4.3
19700616	6/16/70	0	21
19700616	6/16/70	0.5	21
19700616	6/16/70	1	15.6
19700616	6/16/70	2	9.5
19700616	6/16/70	3	6.3
19700616	6/16/70	4	5.3
19700616	6/16/70	5	5
19700616	6/16/70	6	4.9
19700616	6/16/70	7	4.8
19700616	6/16/70	8	4.7
19700616	6/16/70	9	4.8
19700616	6/16/70	10	4.8
19700616	6/16/70	10.1	4.9
19700701	7/1/70	0	22.9
19700701	7/1/70	1	22.1
19700701	7/1/70	1.5	21
19700701	7/1/70	1.75	19
19700701	7/1/70	1.8	19
19700701	7/1/70	2	18.6
19700701	7/1/70	2.25	17.5
19700701	7/1/70	2.3	17.5
19700701	7/1/70	2.5	16.6
19700701	7/1/70	2.75	12.9
19700701	7/1/70	2.8	12.9
19700701	7/1/70	3	12.1
19700701	7/1/70	3.25	11.7
19700701	7/1/70	3.3	11.7
19700701	7/1/70	3.5	10.1
19700701	7/1/70	3.75	8
19700701	7/1/70	3.8	8
19700701	7/1/70	4	7.5
19700701	7/1/70	4.5	6.8
19700701	7/1/70	5	6.2
19700701	7/1/70	5.5	5.9
19700701	7/1/70	6	5.8
19700701	7/1/70	7	5.6
19700701	7/1/70	8	5.5
19700701	7/1/70	9	5.5
19700701	7/1/70	10	5.5
19700707	7/7/70	0	22.7
19700707	7/7/70	1	22.8
19700707	7/7/70	2	20.5
19700707	7/7/70	2.25	18.2
19700707	7/7/70	2.3	18.2
19700707	7/7/70	2.5	16.9
19700707	7/7/70	2.75	15.3
19700707	7/7/70	2.8	15.3
19700707	7/7/70	3	12.6
19700707	7/7/70	3.25	11.6
19700707	7/7/70	3.3	11.6
19700707	7/7/70	3.5	9
19700707	7/7/70	3.75	8.7
19700707	7/7/70	3.8	8.7
19700707	7/7/70	4	7.8
19700707	7/7/70	4.5	6.9
19700707	7/7/70	5	6.6
19700707	7/7/70	6	6.1
19700707	7/7/70	7	5.8
19700707	7/7/70	8	5.7
19700707	7/7/70	9	5.7
19700707	7/7/70	10	5.7
19700707	7/7/70	10.3	5.7
19700714	7/14/70	0	26
19700714	7/14/70	1	25.9
19700714	7/14/70	1.5	23
19700714	7/14/70	2	21.4
19700714	7/14/70	2.25	18.7
19700714	7/14/70	2.3	18.7
19700714	7/14/70	2.5	17.8
19700714	7/14/70	2.75	15.4
19700714	7/14/70	2.8	15.4
19700714	7/14/70	3	13
19700714	7/14/70	3.25	11.7
19700714	7/14/70	3.3	11.7
19700714	7/14/70	3.5	10.8
19700714	7/14/70	3.75	10.1
19700714	7/14/70	3.8	10.1
19700714	7/14/70	4	7.7
19700714	7/14/70	5	6.7
19700714	7/14/70	6	5.9
19700714	7/14/70	7	5.7
19700714	7/14/70	8	5.5
19700714	7/14/70	9	5.5
19700714	7/14/70	10	5.4
19700714	7/14/70	10.2	5.4
19700721	7/21/70	0	23
19700721	7/21/70	1	22.7
19700721	7/21/70	2	20.7
19700721	7/21/70	2.25	18.3
19700721	7/21/70	2.3	18.3
19700721	7/21/70	2.5	16.6
19700721	7/21/70	2.75	14.6
19700721	7/21/70	2.8	14.6
19700721	7/21/70	3	12.7
19700721	7/21/70	3.25	11.5
19700721	7/21/70	3.3	11.5
19700721	7/21/70	3.5	10.5
19700721	7/21/70	3.75	9.4
19700721	7/21/70	3.8	9.4
19700721	7/21/70	4	7.5
19700721	7/21/70	4.25	7.3
19700721	7/21/70	4.3	7.3
19700721	7/21/70	4.5	6.9
19700721	7/21/70	4.75	6.7
19700721	7/21/70	4.8	6.7
19700721	7/21/70	5	6.4
19700721	7/21/70	6	5.7
19700721	7/21/70	7	5.5
19700721	7/21/70	8	5.5
19700721	7/21/70	9	5.4
19700721	7/21/70	10	5.4
19700721	7/21/70	10.2	5.4
19700728	7/28/70	0	24.4
19700728	7/28/70	1	23.5
19700728	7/28/70	1.5	22.9
19700728	7/28/70	2	21.2
19700728	7/28/70	2.5	17.5
19700728	7/28/70	3	14.2
19700728	7/28/70	3.5	11
19700728	7/28/70	4	9.2
19700728	7/28/70	4.5	7.1
19700728	7/28/70	5	6.2
19700728	7/28/70	5.5	5.1
19700728	7/28/70	6	4.9
19700728	7/28/70	7	4.5
19700728	7/28/70	8	4.3
19700728	7/28/70	9	4.3
19700728	7/28/70	10	4.3
19700728	7/28/70	10.1	4.3
19700804	8/4/70	0	20
19700804	8/4/70	1	20.1
19700804	8/4/70	2	20
19700804	8/4/70	2.5	18.1
19700804	8/4/70	3	13.8
19700804	8/4/70	3.5	10.5
19700804	8/4/70	4	8.2
19700804	8/4/70	4.5	6.6
19700804	8/4/70	5	5.8
19700804	8/4/70	6	4.9
19700804	8/4/70	7	4.5
19700804	8/4/70	8	4.4
19700804	8/4/70	9	4.3
19700804	8/4/70	10	4.3
19700804	8/4/70	10.1	4.3
19700811	8/11/70	0	24.4
19700811	8/11/70	1	24.1
19700811	8/11/70	2	20.8
19700811	8/11/70	2.5	19.1
19700811	8/11/70	3	15.1
19700811	8/11/70	3.5	12.2
19700811	8/11/70	4	9.4
19700811	8/11/70	4.5	7.6
19700811	8/11/70	5	5.8
19700811	8/11/70	6	4.9
19700811	8/11/70	7	4.5
19700811	8/11/70	8	4.4
19700811	8/11/70	9	4.4
19700811	8/11/70	10	4.4
19700818	8/18/70	0	20.8
19700818	8/18/70	1	20.9
19700818	8/18/70	2	20.8
19700818	8/18/70	2.5	19.6
19700818	8/18/70	3	14.4
19700818	8/18/70	3.5	11.4
19700818	8/18/70	4	9.5
19700818	8/18/70	4.5	8
19700818	8/18/70	5	5.7
19700818	8/18/70	6	4.7
19700818	8/18/70	7	4.6
19700818	8/18/70	8	4.5
19700818	8/18/70	9	4.4
19700818	8/18/70	10	4.4
19700818	8/18/70	10.1	4.4
19700825	8/25/70	0	19.9
19700825	8/25/70	1	19.8
19700825	8/25/70	2	18.8
19700825	8/25/70	2.5	18.1
19700825	8/25/70	3	16.6
19700825	8/25/70	3.5	12.3
19700825	8/25/70	4	9.6
19700825	8/25/70	4.5	7.7
19700825	8/25/70	5	6.9
19700825	8/25/70	6	5.2
19700825	8/25/70	7	4.8
19700825	8/25/70	8	4.5
19700825	8/25/70	9	4.5
19700825	8/25/70	10	4.4
19700901	9/1/70	0	17.9
19700901	9/1/70	1	17.9
19700901	9/1/70	2	18
19700901	9/1/70	3	16.3
19700901	9/1/70	3.5	12.6
19700901	9/1/70	4	10.2
19700901	9/1/70	4.5	7.7
19700901	9/1/70	5	6.9
19700901	9/1/70	5.5	6.3
19700901	9/1/70	6	5.5
19700901	9/1/70	7	5.2
19700901	9/1/70	8	4.9
19700901	9/1/70	9	4.8
19700901	9/1/70	10	4.8
19700901	9/1/70	10.1	4.8
19700908	9/8/70	0	18.1
19700908	9/8/70	1	18.1
19700908	9/8/70	2	18.1
19700908	9/8/70	3	15.9
19700908	9/8/70	3.5	13.5
19700908	9/8/70	4	10.5
19700908	9/8/70	4.5	7.8
19700908	9/8/70	5	6.5
19700908	9/8/70	5.5	5.8
19700908	9/8/70	6	5.4
19700908	9/8/70	7	4.6
19700908	9/8/70	8	4.5
19700908	9/8/70	9	4.3
19700908	9/8/70	10	4.3
19700915	9/15/70	0	12.1
19700915	9/15/70	1	12.1
19700915	9/15/70	2	12.1
19700915	9/15/70	3	12.1
19700915	9/15/70	4	11.6
19700915	9/15/70	4.25	10.5
19700915	9/15/70	4.3	10.5
19700915	9/15/70	4.5	8.4
19700915	9/15/70	4.75	7.6
19700915	9/15/70	4.8	7.6
19700915	9/15/70	5	7.1
19700915	9/15/70	5.25	6.3
19700915	9/15/70	5.3	6.3
19700915	9/15/70	5.5	6
19700915	9/15/70	5.75	5.6
19700915	9/15/70	5.8	5.6
19700915	9/15/70	6	5.3
19700915	9/15/70	7	4.8
19700915	9/15/70	8	4.5
19700915	9/15/70	9	4.5
19700915	9/15/70	10	4.4
19700922	9/22/70	0	13.7
19700922	9/22/70	1	13.8
19700922	9/22/70	2	13.7
19700922	9/22/70	2.5	13.1
19700922	9/22/70	3	11.8
19700922	9/22/70	3.5	11.4
19700922	9/22/70	4	11
19700922	9/22/70	4.5	9.9
19700922	9/22/70	5	7.8
19700922	9/22/70	5.5	6.2
19700922	9/22/70	6	5.5
19700922	9/22/70	6.5	5.2
19700922	9/22/70	7	4.9
19700922	9/22/70	8	4.6
19700922	9/22/70	9	4.5
19700922	9/22/70	10	4.4
19700929	9/29/70	0	11.5
19700929	9/29/70	1	11.4
19700929	9/29/70	2	11.3
19700929	9/29/70	3	11.3
19700929	9/29/70	4	11.1
19700929	9/29/70	4.5	9.4
19700929	9/29/70	5	7.6
19700929	9/29/70	5.5	6.5
19700929	9/29/70	6	5.6
19700929	9/29/70	7	4.9
19700929	9/29/70	8	4.6
19700929	9/29/70	9	4.5
19700929	9/29/70	10	4.5
19701006	10/6/70	0	10.6
19701006	10/6/70	1	10.5
19701006	10/6/70	2	9.9
19701006	10/6/70	3	9.7
19701006	10/6/70	4	9.5
19701006	10/6/70	5	8.8
19701006	10/6/70	5.5	7.7
19701006	10/6/70	6	6.2
19701006	10/6/70	6.5	5.4
19701006	10/6/70	7	5.3
19701006	10/6/70	8	4.7
19701006	10/6/70	9	4.6
19701006	10/6/70	10	4.5
19701006	10/6/70	10.2	4.5
19701013	10/13/70	0	5.4
19701013	10/13/70	1	5.4
19701013	10/13/70	2	5.4
19701013	10/13/70	3	5.4
19701013	10/13/70	4	5.4
19701013	10/13/70	5	5.4
19701013	10/13/70	6	5.4
19701013	10/13/70	7	5.4
19701013	10/13/70	8	5.4
19701013	10/13/70	9	5.4
19701013	10/13/70	10	5.4
19701020	10/20/70	0	5.6
19701020	10/20/70	1	5.5
19701020	10/20/70	2	5.4
19701020	10/20/70	3	5.3
19701020	10/20/70	4	5.2
19701020	10/20/70	5	5.1
19701020	10/20/70	6	5.1
19701020	10/20/70	7	4.9
19701020	10/20/70	8	4.8
19701020	10/20/70	9	4.8
19701020	10/20/70	10	4.8
19701020	10/20/70	10.4	4.8
19701027	10/27/70	0	8.1
19701027	10/27/70	1	8
19701027	10/27/70	2	7.4
19701027	10/27/70	3	6.3
19701027	10/27/70	4	5.6
19701027	10/27/70	5	5.2
19701027	10/27/70	6	4.9
19701027	10/27/70	7	4.8
19701027	10/27/70	8	4.8
19701027	10/27/70	9	4.8
19701027	10/27/70	10	4.8
19701027	10/27/70	10.2	4.7
19701110	11/10/70	0	2
19701110	11/10/70	1	3.4
19701110	11/10/70	2	3.5
19701110	11/10/70	3	3.6
19701110	11/10/70	4	3.7
19701110	11/10/70	5	3.7
19701110	11/10/70	6	3.7
19701110	11/10/70	7	3.7
19701110	11/10/70	8	3.8
19701110	11/10/70	9	3.9
19701110	11/10/70	10	4
19701110	11/10/70	10.3	3.9
19701209	12/9/70	0	0.1
19701209	12/9/70	1	2.7
19701209	12/9/70	2	3.4
19701209	12/9/70	3	3.7
19701209	12/9/70	4	3.8
19701209	12/9/70	5	3.9
19701209	12/9/70	6	4
19701209	12/9/70	7	4
19701209	12/9/70	8	4
19701209	12/9/70	9	4
19701209	12/9/70	10	4.1
19701209	12/9/70	10.1	4.1
19710120	1/20/71	0	0.1
19710120	1/20/71	1	1.9
19710120	1/20/71	2	3.4
19710120	1/20/71	3	3.8
19710120	1/20/71	4	4
19710120	1/20/71	5	4
19710120	1/20/71	6	4.1
19710120	1/20/71	7	4.1
19710120	1/20/71	8	4.1
19710120	1/20/71	9	4.2
19710120	1/20/71	10	4.2
19710120	1/20/71	10.1	4.2
19710223	2/23/71	0	0.3
19710223	2/23/71	1	1.4
19710223	2/23/71	2	3.2
19710223	2/23/71	3	3.8
19710223	2/23/71	4	4
19710223	2/23/71	5	4
19710223	2/23/71	6	4
19710223	2/23/71	7	4.1
19710223	2/23/71	8	4.1
19710223	2/23/71	9	4.1
19710223	2/23/71	10	4.2
19710331	3/31/71	0	0.2
19710331	3/31/71	1	0.9
19710331	3/31/71	2	2.8
19710331	3/31/71	3	3.8
19710331	3/31/71	4	3.9
19710331	3/31/71	5	4
19710331	3/31/71	6	4
19710331	3/31/71	7	4.1
19710331	3/31/71	8	4.1
19710331	3/31/71	9	4.2
19710331	3/31/71	10	4.3
19710331	3/31/71	10.2	4.3
19710504	5/4/71	0	9.4
19710504	5/4/71	0.5	9
19710504	5/4/71	1	8.9
19710504	5/4/71	2	6.8
19710504	5/4/71	3	5.9
19710504	5/4/71	4	5.3
19710504	5/4/71	5	4.7
19710504	5/4/71	6	4.4
19710504	5/4/71	7	4.3
19710504	5/4/71	8	4.3
19710504	5/4/71	9	4.3
19710504	5/4/71	10	4.3
19710504	5/4/71	10.2	4.3
19710507	5/7/71	0	12.1
19710507	5/7/71	0.5	12.1
19710507	5/7/71	0.75	12.1
19710507	5/7/71	0.8	12.1
19710507	5/7/71	1	12.1
19710507	5/7/71	1.5	11.4
19710507	5/7/71	1.75	8.7
19710507	5/7/71	1.8	8.7
19710507	5/7/71	2	8.2
19710507	5/7/71	2.25	7.6
19710507	5/7/71	2.3	7.6
19710507	5/7/71	2.5	7
19710507	5/7/71	2.75	6.7
19710507	5/7/71	2.8	6.7
19710507	5/7/71	3	6.4
19710507	5/7/71	4	5.4
19710507	5/7/71	5	4.8
19710507	5/7/71	6	4.4
19710507	5/7/71	7	4.3
19710507	5/7/71	8	4.3
19710507	5/7/71	9	4.3
19710507	5/7/71	10	4.3
19710511	5/11/71	0	12.3
19710511	5/11/71	0.5	12.3
19710511	5/11/71	1	12.3
19710511	5/11/71	2	10.5
19710511	5/11/71	2.5	7.8
19710511	5/11/71	3	6.7
19710511	5/11/71	4	5.5
19710511	5/11/71	5	4.8
19710511	5/11/71	6	4.6
19710511	5/11/71	7	4.5
19710511	5/11/71	8	4.3
19710511	5/11/71	9	4.3
19710511	5/11/71	10	4.3
19710518	5/18/71	0	12.7
19710518	5/18/71	0.5	12.7
19710518	5/18/71	1	12.5
19710518	5/18/71	2	12.5
19710518	5/18/71	2.25	12.4
19710518	5/18/71	2.3	12.4
19710518	5/18/71	2.5	10.3
19710518	5/18/71	2.75	9.8
19710518	5/18/71	2.8	9.8
19710518	5/18/71	3	8
19710518	5/18/71	3.25	7.5
19710518	5/18/71	3.3	7.5
19710518	5/18/71	3.5	6.7
19710518	5/18/71	3.75	6.4
19710518	5/18/71	3.8	6.4
19710518	5/18/71	4	6.1
19710518	5/18/71	5	5.1
19710518	5/18/71	6	4.6
19710518	5/18/71	7	4.4
19710518	5/18/71	8	4.3
19710518	5/18/71	9	4.3
19710518	5/18/71	10	4.3
19710518	5/18/71	10.3	4.3
19710525	5/25/71	0	9.3
19710525	5/25/71	1	9.3
19710525	5/25/71	2	9.3
19710525	5/25/71	3	9.2
19710525	5/25/71	4	7.7
19710525	5/25/71	4.5	6.2
19710525	5/25/71	4.75	5.3
19710525	5/25/71	4.8	5.3
19710525	5/25/71	5	5.3
19710525	5/25/71	6	4.6
19710525	5/25/71	7	4.5
19710525	5/25/71	8	4.4
19710525	5/25/71	9	4.3
19710525	5/25/71	10	4.3
19710608	6/8/71	0	18.2
19710608	6/8/71	0.5	18.1
19710608	6/8/71	1	17.9
19710608	6/8/71	2	16.8
19710608	6/8/71	2.25	14
19710608	6/8/71	2.3	14
19710608	6/8/71	2.5	12.7
19710608	6/8/71	2.75	11.7
19710608	6/8/71	2.8	11.7
19710608	6/8/71	3	10.9
19710608	6/8/71	3.25	10.2
19710608	6/8/71	3.3	10.2
19710608	6/8/71	4	8.1
19710608	6/8/71	5	6.1
19710608	6/8/71	6	4.9
19710608	6/8/71	7	4.6
19710608	6/8/71	8	4.5
19710608	6/8/71	9	4.4
19710608	6/8/71	10	4.4
19710608	6/8/71	10.3	4.4
19710615	6/15/71	0	23
19710615	6/15/71	0.5	22.9
19710615	6/15/71	1	21.5
19710615	6/15/71	1.25	20.3
19710615	6/15/71	1.3	20.3
19710615	6/15/71	1.5	19.3
19710615	6/15/71	1.75	18.6
19710615	6/15/71	1.8	18.6
19710615	6/15/71	2	17.1
19710615	6/15/71	2.25	15.5
19710615	6/15/71	2.3	15.5
19710615	6/15/71	2.5	14
19710615	6/15/71	2.75	12.6
19710615	6/15/71	2.8	12.6
19710615	6/15/71	3	11.5
19710615	6/15/71	3.5	9.9
19710615	6/15/71	4	8.7
19710615	6/15/71	5	6.5
19710615	6/15/71	6	5.2
19710615	6/15/71	7	4.7
19710615	6/15/71	8	4.5
19710615	6/15/71	9	4.5
19710615	6/15/71	10	4.5
19710615	6/15/71	10.1	4.4
19710622	6/22/71	0	22.1
19710622	6/22/71	0.5	22
19710622	6/22/71	1	21.7
19710622	6/22/71	1.25	21.5
19710622	6/22/71	1.3	21.5
19710622	6/22/71	1.5	21.4
19710622	6/22/71	1.75	20.4
19710622	6/22/71	1.8	20.4
19710622	6/22/71	2	18.4
19710622	6/22/71	2.25	16.4
19710622	6/22/71	2.3	16.4
19710622	6/22/71	2.5	15.2
19710622	6/22/71	2.75	13.5
19710622	6/22/71	2.8	13.5
19710622	6/22/71	3	12.4
19710622	6/22/71	3.25	11.3
19710622	6/22/71	3.3	11.3
